course_id,course_title,course_slug,category_id,category_name,suite_id,icon_url,description,purchase_url,free_trial_url
50,Managing Occupational Health and Wellbeing,managing-occupational-health-and-wellbeing-50,4,Mental Health & Wellbeing,4,https://videotilehost.com/common/course-icons/course50.png,"This course describes in detail the many facets and procedures of the Mental Capacity Act. This includes who the act affects, when it applies, how to assess capacity and the procedures that can be put in place in the home or workplace to ensure best practices are followed and people are treated fairly at all times. This course explains the difference between mental health and mental illness. It covers the symptoms of a number of the most common mental illnesses so you will know what to look out for or what to expect if you are working with someone with one of these conditions. As well as providing some practical advice on how you can work effectively with those affected by these conditions.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=50,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=50
51,Dementia Awareness,dementia-awareness-51,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course51.png,"This course is intended to give you an overview of the common types and symptoms of dementia as well as going into how it can affect the brain in different ways. It also covers strategies to use with clients with dementia and dealing with challenging behaviour. The course is intended for anyone who works with or around people that may be living with dementia. Over 350 million people in the world are affected by depression. This online course will raise awareness of depression and how it can be recognised, diagnosed, classified and treated. It starts by looking at diagnoses before moving on to define the various types of depression, you'll also learn about other disorders. It looks at the causes, everyday factors that can affect it and how it can affect adults, teenagers and children and how you can get help. There's information on techniques you can use to help and also the roles played by exercise, diet and lifestyle.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=51,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
52,Mental Health Awareness,mental-health-awareness-52,4,Mental Health & Wellbeing,4,https://videotilehost.com/common/course-icons/course52.png,"This course explains the difference between mental health and mental illness. It covers the symptoms of a number of the most common mental illnesses so you will know what to look out for or what to expect if you are working with someone with one of these conditions. As well as providing some practical advice on how you can work effectively with those affected by these conditions. Mental Health First Aid teaches participants how to notice and support individuals who may be experiencing mental health issues or exhibiting the signs of substance use in a work environment. They are also taught how to connect those people with appropriate help from fellow employees, community resources or healthcare professionals.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=52,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
53,Prevent Duty,prevent-duty-53,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course53.png,"This course starts with an overview of the Government's Prevent strategy, and then looks at some of the reasons people become extremists. It goes on to cover the objectives of the Prevent strategy, how to base your actions on a risk based approach, what to do if you are concerned and much more. This course covers some of the different ways of communication, how to identify barriers to communication and how to reduce these, making sure the person you are communicating with understands what you are communicating, how to get help with communication issues and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=53,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
54,Drug and Alcohol Awareness,drug-and-alcohol-awareness-54,5,Hospitality,5,https://videotilehost.com/common/course-icons/course54.png,"A duty of care is the requirement that all health and social care professionals, and organisations providing health and care services, must put the interests of service users first. This course will give you an introduction to the concept of duty of care, cover how duty of care affects your work, what to do if you come across a duty of care dilemma and where to go for support or advice along with some practical examples of duty of care situations. This Emergency aid course will highlight some of the most common situations that you might come across and the actions that you can take to help.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=54,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=54
55,Moving and Handling People,moving-and-handling-people-55,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course55.png,"This course will start by defining the various terms used when talking about nutrition and hydration in care environments, the basic elements of nutrition and eating a healthy balanced diet, identify the reasons why vulnerable people might suffer with dehydration and the tools you can use to identify people that are at risk of malnutrition and the steps you can take to deal with this condition. The aim of this course is to equip you with the theoretical knowledge, skills and confidence you need to deal with paediatric first aid situations. It covers all of the key topics including: emergency planning, assessing a situation, basic Life Support, CPR, shock, fractures, bleeding and a range of other minor illness and injuries.Please be aware that having a theoretical knowledge on its own is not enough to be considered competent in paediatric first aid and practical demonstration in some areas is required to complete this training. Please contact us to arrange this.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=55,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=55
56,End of Life Care,end-of-life-care-56,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course56.png,"End of life care should be several things, compassionate, cost effective, holistic and effective. There are usually a number of people involved in the care of people at the end of their life and it can be a difficult process to be part of. This course will provide you with information about what to expect, how to handle some of the emotions associated with this time, and working with the other professionals involved in end of life care. This course will give you an overview of epilepsy. It lists the methods of diagnosis, what a seizure is and how the brain can be affected. It will introduce some possible seizure triggers and describe what to do when someone has a seizure. It will also discuss some of the treatments offered to people with epilepsy and provide practical advice on what you can do if you witness someone having a seizure.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=56,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
57,Diabetes Awareness,diabetes-awareness-57,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course57.png,"The course will start by defining dignity and privacy within the healthcare sector, and will explain how the two are quite often linked. It will then go on to give you a range of useful professional tips about setting up the right working relationship with your service users, and discuss some of the issues that can arise when dignity and privacy are not respected. This course is intended to provide you with the information you needed to understand and spot the signs of drug and alcohol misuse. It covers the legal and social implications for the individual and for your company if you find out an employee is misusing drugs. This course discusses the law, different types of drugs, and policies that can be put in place to protect yourself, your business and your employees.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=57,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=57
58,Positive Handling in Schools,positive-handling-in-schools-58,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course58.png,"This course will start by looking at some examples and statistics which highlight the seriousness and extent of aggressive pupil behaviour, it will then go on to explain how you can identify the stages of aggression and provide some tips on how you could de-escalate a pupil before they lash out. It also looks at where the law stands on this subject and finally best practice in theory if you ever do need to restrain a pupil. This course starts with an overview of the Government's Prevent strategy, and then looks at some of the reasons people become extremists. It goes on to cover the objectives of the Prevent strategy, how to base your actions on a risk based approach, what to do if you are concerned and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=58,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
59,Your Personal Development,your-personal-development-59,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course59.png,"The course will start by looking at the way standards are set, monitored and regulated for social care organisations and workers throughout the UK. It then goes on to cover the codes of practice and legislation, reflecting on your work to ensure continued improvement, communication, feedback and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=59,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
60,Principles of Communication,principles-of-communication-60,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course60.png,"This course covers some of the different ways of communication, how to identify barriers to communication and how to reduce these, making sure the person you are communicating with understands what you are communicating, how to get help with communication issues and much more. This course is aimed at anyone who has a duty of care for, or comes into contact with, adults in need of care and support, either as a paid professional or a volunteer. You and the organisation you work for must take appropriate measures for the protection of adults in your care, while still ensuring they are supported and empowered. This course can bring you one step closer to being able to do this.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=60,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
61,Paediatric First Aid,paediatric-first-aid-61,2,Business Skills,2,https://videotilehost.com/common/course-icons/course61.png,"This course will give you an understanding of person centred approaches for care and support, and how to implement a person-centred approach in an adult social care setting. It starts by explaining what we mean by person centred care and where this term originated. It then goes on to analyse the values represented by person centred care and explains why care should be as much as possible tailored to each service user. Finally it will give you an overview of care plans, daily reports, the importance of obtaining consent and much more. This course will start by looking at some examples and statistics which highlight the seriousness and extent of aggressive pupil behaviour, it will then go on to explain how you can identify the stages of aggression and provide some tips on how you could de-escalate a pupil before they lash out. It also looks at where the law stands on this subject and finally best practice in theory if you ever do need to restrain a pupil.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=61,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=61
62,Handling Information in a Care Setting,handling-information-in-a-care-setting-62,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course62.png,"This course provides an introduction to the concept of handling information in care settings. At the end of the course you will understand the need for secure handling of information and you will know how to access support if you have any questions regarding access to information. The course will cover the important role confidentiality plays in developing trusting relationships with the people in your care and it will define key terms such as 'need to know' and 'consent'. Care Homes are different to other workplaces as they are homes as well as places of work. They should be places where the residents are respected, and where everyone's health and safety is managed effectively. To achieve this, everyone involved must understand their responsibilities. This course discusses the legislation that applies to care homes along with developing safe systems of work. It also covers what to do in some common situations you might encounter as well as some emergency situations. It concludes by discussing some aspects of the work environment and staff welfare.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=62,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
63,Working Within the Private Security Industry,working-within-the-private-security-industry-63,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course63.png,"At the end of this course you will have an understanding of health and safety legislation and you'll be able to list common causes of accidents. You'll also be able to understand good practice in relation to electricity and describe the use of safe manual handling techniques as well as be able to describe good practice associated with COSHH regulations, be able to describe your action in the event of a fire and also you will know how to deal with an accident.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=63,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=63
64,Abrasive Wheels,abrasive-wheels-64,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course64.png,"This course is intended to give you an overview of how the National Food Hygiene Rating Scheme works, what the scoring criteria are and how these are assessed by the inspectors, the appeals process, the Safer Food Better Business management system, E-Coli and concludes with some practical advice for ensuring your premises gets the best score possible. ADHD is a chronic condition that creates a range of persistent symptoms such as difficulty sustaining attention, hyperactivity and impulsive behaviour. The course covers the definitions of ADHD, the different types of ADHD and how to recognise some key signs and symptoms. Beyond this the course will look at some of the possible causes of ADHD, how it is diagnosed and how it can be treated, including environmental changes, types of therapy and medication that can be prescribed.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=64,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=64
65,Introduction to the Safe Handling of Medicines,introduction-to-the-safe-handling-of-medicines-65,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course65.png,"This course will start by giving you an overview of some of the common types and causes of learning disabilities and how they affect people. It will touch on how a person centred approach to care will get the best results and look at how management must perform, and at the needs of the individual. I will also discuss overcoming the stigma attached to learning disabilities and much more. This course explains the key elements, procedures and activities involved in successful Occupational  Health and Safety Management in the workplace. The course show how professional Occupational Health and Safety Management benefits individuals and organisations.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=65,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=65
67,Sales Skills,sales-skills-67,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course67.png,"The course starts with the basic rules for sales people. It covers cold calling, how to deal with gatekeepers and takes you through a typical face-to-face meeting. It then discusses how you can sell by stressing the results prospects can expect if they buy, and how best to play to their emotions. It then finishes off by covering negotiations and how to avoid them and includes some methods for closing a sale. This course focuses on the anchor point of your digital marketing strategy which is your website or micro-site. Here we'll explore search engine optimisation 'SEO' and how you can use this to drive traffic to your website.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=67,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
68,Developing Teamwork,developing-teamwork-68,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course68.png,"This course will start by explaining in detail what team working is and cover some of the basic principles for putting together a group of people who will work well together. It then goes on to cover conflict within teams, explaining some of the reasons conflict occurs and some strategies for managing conflict. It finishes off by exploring some of the different styles of management behaviour and how to develop a resilient team. The aims of the disciplinary procedure are to provide a framework within which managers can work with employees to maintain satisfactory standards of conduct and to encourage improvement when necessary. This course covers the aims of the disciplinary procedure, penalties including investigations, allegations and suspensions, procedures for carrying out hearings, and appeals.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=68,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
69,Task Automation with AI,task-automation-with-ai-69,2,Business Skills,2,https://videotilehost.com/common/course-icons/course69.png,"In any organisation, the traditional model of strict command and control wastes a significant amount of time and money. Mutual trust, employee motivation and readiness to perform can easily be undermined. Performance management, on the other hand, offers a different, much more effective approach. In formal terms, performance management involves the achievement of performance targets through the effective management of people and the environment in which they operate. It's about setting achievable goals for the organisation and targets for individuals and teams. This course will give you an overview on the history of TikTok, its user demographics and the three business benefits offered by the platform. It explains how to create a business account post short videos and how you can optimise your profile. It discusses the importance of TikTok advertising campaigns and strategies. Finally the course shows you how analytics can monitor the success of your advertising and insights into effective future campaigns.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=69,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=69
70,Allergen Awareness,allergen-awareness-70,5,Hospitality,5,https://videotilehost.com/common/course-icons/course70.png,"This course covers general allergies, food allergies and food intolerances and explains the differences between them. It covers the 14 allergens controlled by legislation along with food additives and how they can trigger allergic reactions. It takes a detailed look at the symptoms of food allergies and takes in the wider picture discussing the current theories of why rates are increasing. It then finishes off by covering practical steps that can be taken to reduce the risk from allergens and also what steps can be taken both internally and externally to monitor the control measures. As well as informing you about the risks of working with asbestos, the course will deliver a lot more information about: Recognising asbestos, where it's used, minimising the risks and the legislation about working with asbestos.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=70,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
71,Hot Works,hot-works-71,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course71.png,"This course will start by covering some of the key terms you will need to understand before moving on to identifying critical control points and analysing some of the key hazards. It'll show you how to determine control points and how to avoid cross-contamination in the food chain. It will also cover some of the control measures that can be taken along with how to address a problem if a critical limit is breached. This course acts as an introduction to personal safety for lone workers and applies to those that work alone within business premises, mobile workers and homeworkers. It covers the legal responsibilities of both employers and employees, some of the common security precautions that can be implemented, practical steps you can take to avoid conflict in lone worker situations and other elements that can contribute to lone worker safety.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=71,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=71
72,Supervising Food Safety - Level 3,supervising-food-safety-level-3-72,5,Hospitality,5,https://videotilehost.com/common/course-icons/course72.png,"This is a detailed course that starts with basic definitions, then follows a logical path through other topics including, types of food hazards, personal hygiene, pest control, legislation, enforcement, and the design and cleaning of premises and equipment. It also discusses how to implement a successful food safety management system. There's a wide range of topics because an effective Food Safety Management System, professionally run, protects your customers, your staff, and the reputation of your company. This course is aimed at anyone who undertakes work at height, or who employs people who regularly work at height. It covers what constitutes work at height, the safety issues, and how to assess and reduce some of the risks.Important note: Please note that this is an awareness course only, if your duties include working at height you will also need further practical training, you can get in touch with us to arrange this.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=72,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
73,Working in Confined Spaces,working-in-confined-spaces-73,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course73.png,"This course will cover the legislation associated with working in confined spaces. What constitutes a confined space, the potential hazards, safe operating procedures, and emergency procedures and rescue.Important note: This is an awareness course only, designed for people who need to be aware of the hazards and risks of confined space working but are not required to enter a confined space. If you are required to perform any work activity in, or in the proximity of, a confined space then you will also need to have an 'approved' standard of practical training at the 'appropriate' level. Working safely is in the interest and concern of all staff, both employers and employees. Health and safety is one of the few areas where the law places specific duties specifically on employees so a knowledge of where this applies and how to ensure that it is adhered to is vital to protect individuals and businesses.The course covers a wide range of topics including fire safety, asbestos awareness, working at height, COSHH, PPE and electricity. It also covers schemes for improving safety performance and methods of protecting the environment.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=73,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
74,Introduction to Personal Safety for Lone Workers,introduction-to-personal-safety-for-lone-workers-74,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course74.png,"At the end of this course, candidates will have an understanding of what a risk assessment is and how to complete one. To achieve this the course will define important terms, provide some basic background information to explain how important risk assessments are and discuss some of the legislation that applies. It will then go on to provide practical advice on how to identify hazards and analyse risk before finishing off by explaining the responsibilities of both employers and employees with regards to risk assessment. This short course provides a detailed exploration into ladder safety. You will learn about the different types of ladders, how to check and secure a ladder, and what a competent person looks at during a ladder inspection along with the laws that govern ladder safety.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=74,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=74
75,Handling Information in a Care Setting,handling-information-in-a-care-setting-75,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course75.png,"Care Homes are different to other workplaces as they are homes as well as places of work. They should be places where the residents are respected, and where everyone's health and safety is managed effectively. To achieve this, everyone involved must understand their responsibilities. This course discusses the legislation that applies to care homes along with developing safe systems of work. It also covers what to do in some common situations you might encounter as well as some emergency situations. It concludes by discussing some aspects of the work environment and staff welfare. This course will start by defining infection prevention and control and explaining the impact of good and bad infection control. It then goes into detail about the legislation that applies to infection control, the different types of microorganisms, how bacteria are transmitted, the chain of infection, and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=75,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=75
76,Paediatric First Aid,paediatric-first-aid-76,2,Business Skills,2,https://videotilehost.com/common/course-icons/course76.png,"The aim of this course is to equip you with the theoretical knowledge, skills and confidence you need to deal with paediatric first aid situations. It covers all of the key topics including: emergency planning, assessing a situation, basic Life Support, CPR, shock, fractures, bleeding and a range of other minor illness and injuries.Please be aware that having a theoretical knowledge on its own is not enough to be considered competent in paediatric first aid and practical demonstration in some areas is required to complete this training. Please contact us to arrange this. This course will give you an understanding of person centred approaches for care and support, and how to implement a person-centred approach in an adult social care setting. It starts by explaining what we mean by person centred care and where this term originated. It then goes on to analyse the values represented by person centred care and explains why care should be as much as possible tailored to each service user. Finally it will give you an overview of care plans, daily reports, the importance of obtaining consent and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=76,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
77,CDM Awareness,cdm-awareness-77,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course77.png,"This awareness course covers the core concepts of the regulations and details the various roles that are required for a construction project along with the key documents that need to be produced. It starts with an introduction to CDM, then covers some of the parameters that need to be checked when a project is being planned. It finishes by detailing a number of example projects that illustrate how the regulations can be applied. This course covers what you need to know about the Control of Substances Hazardous to Health. It's aimed at anyone who is exposed to Substances Hazardous to Health at work, as well as line managers with responsibility for such people.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=77,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
78,Safeguarding Children,safeguarding-children-78,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course78.png,"This course will introduce you to some of the statistics relating to slips, trips and falls and dispel some of the myths surrounding them. It also touches on the law as it relates to slips, trips and falls. It contains real examples of where things have gone wrong and some practical steps that could have been taken to prevent these incidents. The course also covers some of the straightforward changes that can be made in most businesses to significantly reduce the risk of a slip, trip or fall incident occurring. This is a detailed course that starts with basic definitions, then follows a logical path through other topics including, types of food hazards, personal hygiene, pest control, legislation, enforcement, and the design and cleaning of premises and equipment. It also discusses how to implement a successful food safety management system. There's a wide range of topics because an effective Food Safety Management System, professionally run, protects your customers, your staff, and the reputation of your company.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=78,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=78
79,Drug and Alcohol Awareness,drug-and-alcohol-awareness-79,5,Hospitality,5,https://videotilehost.com/common/course-icons/course79.png,"This course will start by covering the many benefits electricity brings to society, as well as its key components voltage, current and resistance. It will explain the two main types of electricity, cover UK accident and death statistics, and describe a simple way of remembering the electrical hazards. It then goes on to provide basic instructions about how you could safely help someone you suspect has received an electric shock. This Emergency aid course will highlight some of the most common situations that you might come across and the actions that you can take to help.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=79,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=79
80,End of Life Care,end-of-life-care-80,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course80.png,"This course will give you an overview of epilepsy. It lists the methods of diagnosis, what a seizure is and how the brain can be affected. It will introduce some possible seizure triggers and describe what to do when someone has a seizure. It will also discuss some of the treatments offered to people with epilepsy and provide practical advice on what you can do if you witness someone having a seizure. In this course we're going to be discussing two topics, 'equality' and diversity' and how they relate to one another. Understanding this will help us to identify and address issues of unfairness and discrimination in the workplace.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=80,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=80
89,Introduction to AI Prompt Engineering,introduction-to-ai-prompt-engineering-89,2,Business Skills,2,https://videotilehost.com/common/course-icons/course89.png,This course will introduce the concept of emotional intelligence and look at how you can use it in effective and meaningful ways. It will examine the difference between emotional intelligence and IQ and dispel some of the myths surrounding emotional intelligence. It contains a section on the advantages and disadvantages of using emotional intelligence and considers the biological purpose for emotions and how best to manage them. This short course provides you with an introduction to generative AI. It starts by explaining what Generative AI is and why it's so impactful in today's world. It covers the history and evolution and also the innovations through time of AI. The course looks at different models and touches on how it can generate new content with some real life examples. Finally we take a look at how the future could be impacted by AI and the technology surrounding it.,https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=89,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=89
90,Introduction to Personal Safety for Lone Workers,introduction-to-personal-safety-for-lone-workers-90,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course90.png,"This course acts as an introduction to personal safety for lone workers and applies to those that work alone within business premises, mobile workers and homeworkers. It covers the legal responsibilities of both employers and employees, some of the common security precautions that can be implemented, practical steps you can take to avoid conflict in lone worker situations and other elements that can contribute to lone worker safety. At the end of this course, candidates will have an understanding of what a risk assessment is and how to complete one. To achieve this the course will define important terms, provide some basic background information to explain how important risk assessments are and discuss some of the legislation that applies. It will then go on to provide practical advice on how to identify hazards and analyse risk before finishing off by explaining the responsibilities of both employers and employees with regards to risk assessment.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=90,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
91,Basic Legionella Management,basic-legionella-management-91,1,Health & Safety,1,https://videotilehost.com/common/course-icons/course91.png,"This course defines behavioural safety and explains the origins of the concept. It covers how it can be implemented in the workplace and some of the potential benefits. It includes analysis of some examples of 'at risk behaviours' and some examples of ways you can measure how well your organisation is doing when it comes to safety. Finally it touches on some of the key laws regarding health and safety in the workplace and how to ensure positive workforce attitudes. This awareness course covers the core concepts of the regulations and details the various roles that are required for a construction project along with the key documents that need to be produced. It starts with an introduction to CDM, then covers some of the parameters that need to be checked when a project is being planned. It finishes by detailing a number of example projects that illustrate how the regulations can be applied.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=91,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=91
95,Working Within the Private Security Industry,working-within-the-private-security-industry-95,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course95.png,"This course is an introduction to the private security industry, and the main services it covers. It discusses the body which regulates the industry, highlights the standards of behaviour expected from security operatives, and the law as it relates to the industry. It includes an in-depth look at health and safety issues, the concept of duty of care and examines a range of emergency situations which security operatives might be involved with. The course also covers communication skills, including tips for effective radio communication and instructions on how to use the phonetic alphabet. At the end of this course you will have an understanding of health and safety legislation and you'll be able to list common causes of accidents. You'll also be able to understand good practice in relation to electricity and describe the use of safe manual handling techniques as well as be able to describe good practice associated with COSHH regulations, be able to describe your action in the event of a fire and also you will know how to deal with an accident.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=95,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
100,Infection Control,infection-control-100,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course100.png,"This course aims to provide a gentle introduction to the expectations of the Early Years Foundation Stage and it can also act as a refresher for those wanting to update their knowledge. It will introduce you to some of the key documents and legislation that relate to Early Years providers, the process for registering with Ofsted and the various policies and procedures that need to be in place. It also covers learning and development requirements, how to observe and assess the progress of children in your care and the safeguarding and welfare requirements laid out in the EYFS Framework. This Introduction to the Safe Handling of Medicines course will start by explaining the key terminology used when handling medicines. It then goes into detail about the roles of the people involved, some of the different groups of medicines, providing different levels of support to patients, infection control, label interpretation and much more.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=100,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=100
105,Diabetes Awareness,diabetes-awareness-105,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course105.png,"Diabetes is a serious lifelong health condition that occurs when the amount of glucose, or sugar, in the blood is too high. If left untreated, high blood glucose levels can cause serious health complications. This course is aimed at people working in the health and social care sector and will provide an overview of the condition, the common symptoms that might indicate someone has diabetes, methods of diagnosis, some possible treatments and common complications that can affect those with the condition. The course will start by defining dignity and privacy within the healthcare sector, and will explain how the two are quite often linked. It will then go on to give you a range of useful professional tips about setting up the right working relationship with your service users, and discuss some of the issues that can arise when dignity and privacy are not respected.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=105,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
106,Negotiation,negotiation-106,2,Business Skills,2,https://videotilehost.com/common/course-icons/course106.png,"This course aims to help you write effective objectives that deliver results. It covers the importance of goals and objectives and why we need them, the barriers to you achieving your objectives and how to overcome them, what SMART objectives are and how to write and identify them and concludes with some tips for successful objective setting. Interviews are two-way processes, where the employer and the interviewee can both decide if they are a good fit. This short course will provide you with some useful tips for how to prepare for an interview including preparing answers to common questions.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=106,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=106
107,Noise Awareness,noise-awareness-107,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course107.png,"This course will show you how dangerous noise can be in the workplace, and the main safety issues you should be aware of. It will take you through some of the simple science, the main laws that apply and introduce you to noise level limits. It also covers some of the specific health risks and how to avoid them by producing risk assessments, action plans and through the provision of appropriate Personal Protective Equipment. The aim of this course is to equip you with the theoretical knowledge, skills and confidence you need to deal with paediatric first aid situations. It covers all of the key topics including: emergency planning, assessing a situation, basic Life Support, CPR, shock, fractures, bleeding and a range of other minor illness and injuries.Please be aware that having a theoretical knowledge on its own is not enough to be considered competent in paediatric first aid and practical demonstration in some areas is required to complete this training. Please contact us to arrange this.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=107,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
108,Sexual Harassment in the Workplace,sexual-harassment-in-the-workplace-108,3,Health & Social Care,3,https://videotilehost.com/common/course-icons/course108.png,"This course will start by defining sexual harassment and explaining how protection comes from both employment law and criminal law. You'll see from workplace statistics how widespread and serious the problem is, and how the management response to concerns raised is often poor or non-existent. It also addresses how allegations should be handled, explains the importance of having clear and robust policies and the role line managers tend to take when it comes to dealing with these situations. This course aims to give you an insight into what SMART objectives are and how to write and identify them.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=108,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=26
109,Twitter for Business,twitter-for-business-109,2,Business Skills,2,https://videotilehost.com/common/course-icons/course109.png,"This course will provide you with an understanding of what autism is and how it affects a child's daily life. It will touch on some of the typical behaviors associated with it and how to can provide effective support for those with the condition. It also discusses what happens during the diagnosis process, some of the intervention methods that can help manage the condition and suggests some simple adaptations you can make to improve a child with autism's day to day life. This course explains, in brief, why fires occur and what actions you must take to help prevent them starting and the actions you must take when they do. By completing this course you will be making your workplace a safer environment. This course is a variation on the Basic Fire Awareness course that contains information that is specific to employees of care and residential homes.",https://www.videotilehost.com/hamptonsafety/purchaseCourse.php?nid=109,https://www.videotilehost.com/hamptonsafety/freeTrial.php?trial=109
